Protein IDs,Majority protein IDs,Protein names,Gene names,Intensity EV_AA1,Intensity EV_AA2,Intensity EV_AA3,Intensity EV_B1,Intensity EV_B2,Intensity EV_B3,Intensity WT_AA1,Intensity WT_AA2,Intensity WT_AA3,Intensity WT_B1,Intensity WT_B2,Intensity WT_B3,iBAQ,iBAQ EV_AA1,iBAQ EV_AA2,iBAQ EV_AA3,iBAQ EV_B1,iBAQ EV_B2,iBAQ EV_B3,iBAQ WT_AA1,iBAQ WT_AA2,iBAQ WT_AA3,iBAQ WT_B1,iBAQ WT_B2,iBAQ WT_B3,LFQ intensity EV_AA1,LFQ intensity EV_AA2,LFQ intensity EV_AA3,LFQ intensity EV_B1,LFQ intensity EV_B2,LFQ intensity EV_B3,LFQ intensity WT_AA1,LFQ intensity WT_AA2,LFQ intensity WT_AA3,LFQ intensity WT_B1,LFQ intensity WT_B2,LFQ intensity WT_B3
O15119-2;O15119;O15119-3,O15119-2;O15119;O15119-3,T-box transcription factor TBX3,TBX3,248230000,221890000,223740000,232640000,242040000,258990000,232920000,198310000,297200000,265850000,243340000,195160000,110010000,9547300,8534100,8605300,8947500,9309200,9961000,8958600,7627200,11431000,10225000,9359200,7506200,206000000,195980000,179250000,238340000,265260000,263750000,126540000,118930000,170070000,165010000,156260000,139780000
O15126;O15126-2;Q05BA3;Q9UL16,O15126;O15126-2,Secretory carrier-associated membrane protein 1,SCAMP1,2259100000,3237800000,2474200000,793220000,792940000,931920000,3941500000,2488500000,2113600000,1750400000,669470000,878100000,1488700000,150610000,215850000,164940000,52881000,52863000,62128000,262770000,165900000,140900000,116700000,44631000,58540000,2212000000,2328600000,1863400000,740740000,953290000,923280000,1866000000,1409200000,1351200000,859460000,574150000,720970000
O15127;H3BV04;H3BN93;H3BUB6;H3BPL9,O15127;H3BV04;H3BN93;H3BUB6;H3BPL9,Secretory carrier-associated membrane protein 2,SCAMP2,2608300000,1919400000,1439100000,397220000,507780000,365640000,2204200000,1444700000,1683100000,508020000,633100000,371170000,1760200000,326040000,239930000,179890000,49653000,63472000,45706000,275530000,180590000,210390000,63503000,79137000,46396000,2135800000,1519800000,887410000,547440000,697140000,506600000,1104200000,657810000,788450000,444080000,497360000,519590000
O15160;O15160-2;E7EQB9;D6RDJ3;H0Y723;REV__P58340-2,O15160;O15160-2;E7EQB9,DNA-directed RNA polymerases I and III subunit RPAC1,POLR1C,8066700000,10660000000,10551000000,4391000000,4901100000,5318600000,13245000000,10058000000,9099700000,7747700000,7241700000,4500200000,5634100000,474510000,627060000,620640000,258290000,288300000,312860000,779110000,591640000,535280000,455750000,425980000,264720000,6557100000,8967100000,8714700000,4337100000,5038800000,4988500000,6656800000,5730900000,5222800000,5049700000,4905400000,3176300000
O15173,O15173,Membrane-associated progesterone receptor component 2,PGRMC2,0,9168600,0,2230600,0,0,39898000,27251000,22642000,32243000,29378000,24684000,20833000,0,1018700,0,247840,0,0,4433100,3027900,2515800,3582500,3264200,2742600,0,0,0,0,0,0,0,0,0,19606000,0,18198000
O15212;A2AB88,O15212;A2AB88,Prefoldin subunit 6,PFDN6,0,0,0,0,0,0,0,0,0,0,0,26583000,3322900,0,0,0,0,0,0,0,0,0,0,0,3322900,0,0,0,0,0,0,0,0,0,0,0,19803000
O15213;Q5HYZ1;H0Y6G3;A2ABB6,O15213,WD repeat-containing protein 46,WDR46,5601600,4263000,5047600,17507000,16344000,9632000,10925000,0,6036300,62864000,0,0,5528800,224070,170520,201900,700260,653760,385280,436980,0,241450,2514600,0,0,0,0,0,0,0,0,0,0,0,37854000,0,0
O15226;O15226-2,O15226;O15226-2,NF-kappa-B-repressing factor,NKRF,133640000,162280000,255790000,147650000,136410000,256470000,396950000,271230000,299130000,290700000,312370000,220490000,72078000,3341100,4057000,6394700,3691200,3410300,6411700,9923700,6780700,7478300,7267500,7809300,5512200,116500000,142020000,131960000,206330000,195350000,224880000,172190000,135980000,182780000,186810000,228180000,180490000
O15234;J3KSY7;J3QSC4,O15234,Protein CASC3,CASC3,357680000,325180000,417630000,309370000,325690000,348980000,1278900000,956810000,798880000,917430000,906950000,837310000,288180000,13248000,12044000,15468000,11458000,12063000,12925000,47367000,35438000,29588000,33979000,33591000,31012000,296050000,277370000,297170000,364960000,417970000,374440000,563230000,585540000,522660000,557430000,532390000,571960000
O15269,O15269,Serine palmitoyltransferase 1,SPTLC1,27062000,21916000,46628000,25082000,15927000,29834000,245350000,79147000,39127000,208290000,121520000,71219000,44338000,1288700,1043600,2220400,1194400,758430,1420700,11683000,3768900,1863200,9918400,5786700,3391400,26440000,26147000,33821000,28794000,29802000,29172000,135480000,39323000,41566000,65095000,104040000,47458000
O15270,O15270,Serine palmitoyltransferase 2,SPTLC2,0,0,0,0,0,0,55690000,0,22439000,27409000,21191000,20866000,4341000,0,0,0,0,0,0,1637900,0,659960,806140,623280,613700,0,0,0,0,0,0,0,0,0,0,0,15544000
O15294;O15294-4;O15294-2;O15294-3,O15294;O15294-4;O15294-2;O15294-3,UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase 110 kDa subunit,OGT,338060000,275670000,289470000,279310000,267910000,257080000,199030000,209170000,364080000,261500000,167060000,194770000,62062000,6761300,5513400,5789400,5586200,5358200,5141700,3980600,4183500,7281500,5229900,3341100,3895500,240550000,197220000,216800000,278610000,252000000,287790000,151700000,142120000,154100000,207110000,135800000,185820000
O15355,O15355,Protein phosphatase 1G,PPM1G,130200000,171100000,187440000,148050000,143540000,159700000,103650000,154170000,151370000,139530000,150210000,177170000,72645000,5208000,6843900,7497600,5922200,5741800,6388000,4145800,6166700,6055000,5581100,6008300,7086900,108220000,123970000,145880000,122770000,171810000,173540000,69547000,102100000,120420000,78439000,85415000,121710000
O15379;O15379-2,O15379;O15379-2,Histone deacetylase 3,HDAC3,20428000,25104000,0,6031400,15644000,4828900,0,4825300,6997300,4877400,0,6665100,3975000,851150,1046000,0,251310,651840,201200,0,201060,291550,203230,0,277710,0,20501000,0,0,0,0,0,0,0,0,0,0
O15400-2;O15400,O15400-2;O15400,Syntaxin-7,STX7,10456000000,10783000000,8436200000,4162100000,4353600000,3966500000,11803000000,10748000000,8040000000,6364600000,4810600000,5751200000,8967500000,1045600000,1078300000,843620000,416210000,435360000,396650000,1180300000,1074800000,804000000,636460000,481060000,575120000,9900500000,8276200000,6820600000,4096900000,4420200000,4141000000,7094900000,5874900000,5087200000,3652700000,3254700000,3499600000
O15446,O15446,DNA-directed RNA polymerase I subunit RPA34,CD3EAP,10224000000,11210000000,10614000000,4859400000,6243400000,7137300000,9912500000,8937800000,8463300000,6340300000,6432100000,5620600000,4799800000,511210000,560510000,530710000,242970000,312170000,356860000,495630000,446890000,423160000,317010000,321610000,281030000,8961400000,8922000000,8481000000,5979500000,6741800000,7001000000,5295600000,5265000000,4788300000,3912400000,4023300000,3819000000
O15446-2,O15446-2,DNA-directed RNA polymerase I subunit RPA34,CD3EAP,41386000,50607000,53651000,17521000,23225000,27724000,0,40940000,30102000,28865000,31691000,31686000,18870000,2069300,2530300,2682600,876030,1161300,1386200,0,2047000,1505100,1443300,1584500,1584300,0,0,0,0,0,0,0,0,0,0,0,23604000
O15482,O15482,Testis-specific protein TEX28,TEX28,27658000,38102000,40618000,16350000,10762000,6951700,18775000,24303000,21199000,0,12128000,15514000,9294400,1106300,1524100,1624700,654010,430480,278070,751020,972130,847940,0,485110,620550,0,0,0,0,0,0,0,0,0,0,0,11557000
O15514;E9PB93;E9PHV4,O15514;E9PB93;E9PHV4,DNA-directed RNA polymerase II subunit RPB4,POLR2D,0,26818000,81269000,33447000,7907100,42792000,0,0,0,22742000,123480000,52278000,43415000,0,2979700,9029900,3716400,878570,4754700,0,0,0,2526900,13720000,5808700,0,0,0,0,0,0,0,0,0,0,0,38944000
O15541,O15541,RING finger protein 113A,RNF113A,124200000,98676000,132030000,129530000,169840000,158810000,166380000,122180000,147500000,206320000,215540000,167110000,108120000,7305800,5804500,7766600,7619500,9990900,9341900,9786900,7187300,8676500,12136000,12679000,9829800,121600000,78031000,117270000,126210000,184190000,167490000,64182000,71332000,71983000,132130000,144000000,134350000
O43143,O43143,Putative pre-mRNA-splicing factor ATP-dependent RNA helicase DHX15,DHX15,16216000000,15505000000,21811000000,17209000000,14464000000,14556000000,26813000000,21513000000,23979000000,24294000000,24313000000,17323000000,6102400000,415790000,397570000,559250000,441260000,370870000,373220000,687500000,551620000,614840000,622920000,623410000,444190000,13593000000,13490000000,15928000000,16071000000,15899000000,15024000000,13721000000,13109000000,13689000000,14577000000,15220000000,13301000000
O43148;O43148-2;F5H2D9;K7EP06,O43148;O43148-2;F5H2D9;K7EP06,mRNA cap guanine-N7 methyltransferase,RNMT,0,0,0,0,0,9617400,53430000,40168000,0,0,71439000,0,6986200,0,0,0,0,0,384700,2137200,1606700,0,0,2857600,0,0,0,0,0,0,0,0,0,0,0,46830000,0
O43156,O43156,TELO2-interacting protein 1 homolog,TTI1,0,0,0,0,0,0,22414000,15416000,37044000,2045100,0,0,1538400,0,0,0,0,0,0,448290,308320,740870,40901,0,0,0,0,0,0,0,0,0,0,22484000,0,0,0
O43164-2;O43164,O43164-2;O43164,E3 ubiquitin-protein ligase Praja-2,PJA2,0,4734200,5152500,2812400,6225700,0,12833000,0,20288000,10222000,0,8653900,2727800,0,182080,198170,108170,239450,0,493560,0,780320,393160,0,332840,0,0,0,0,0,0,0,0,0,0,0,6446700
O43172-2;O43172,O43172-2;O43172,U4/U6 small nuclear ribonucleoprotein Prp4,PRPF4,15887000000,14959000000,17091000000,11500000000,9504300000,11572000000,23483000000,16796000000,16732000000,19590000000,17044000000,15989000000,6338300000,529580000,498640000,569710000,383320000,316810000,385750000,782750000,559860000,557740000,653020000,568130000,532960000,13900000000,12370000000,13301000000,11521000000,9924800000,11415000000,12303000000,11045000000,10543000000,11194000000,11014000000,11607000000
O43175;Q5SZU1,O43175;Q5SZU1,D-3-phosphoglycerate dehydrogenase,PHGDH,428290000,619400000,714930000,534440000,483980000,490060000,999250000,979450000,770430000,803960000,778300000,717170000,346650000,17845000,25808000,29789000,22268000,20166000,20419000,41635000,40811000,32101000,33498000,32429000,29882000,388000000,513860000,538200000,523370000,550630000,529240000,474790000,542410000,488630000,480510000,498300000,583940000
O43242;B4DT72;H0YGV8,O43242;B4DT72,26S proteasome non-ATPase regulatory subunit 3,PSMD3,86526000,77706000,99160000,102270000,108220000,133320000,189000000,222480000,137240000,267120000,254150000,178490000,54579000,2544900,2285500,2916500,3007800,3183000,3921300,5558900,6543400,4036500,7856500,7475100,5249600,76289000,81272000,91088000,109180000,113890000,133570000,106780000,112980000,105590000,165780000,124890000,128360000
O43251-6;O43251-8;B0QYV1;O43251-5;O43251-10;O43251-2;O43251;F8VR27;F8VZY7;O43251-9;Q9NWB1-3;O43251-4;B0QYY4;Q9NWB1-4;Q9NWB1-5;Q9NWB1;O43251-7;J3KNW3;Q9NWB1-2;B7Z1U7;F8VZG9;I3L1D4;O43251-3;B0QYY7;F8VRS4;A6NFN3;B4DF29;J3QRF4;J3QQZ2;B0QYY6,O43251-6;O43251-8;B0QYV1;O43251-5;O43251-10;O43251-2;O43251;F8VR27;F8VZY7;O43251-9;Q9NWB1-3;O43251-4;B0QYY4;Q9NWB1-4;Q9NWB1-5;Q9NWB1;O43251-7;J3KNW3;Q9NWB1-2;B7Z1U7;F8VZG9;I3L1D4;O43251-3,RNA binding protein fox-1 homolog 2;RNA binding protein fox-1 homolog;RNA binding protein fox-1 homolog 1,RBFOX2;RBM9;RBFOX1,993630000,964400000,726030000,829570000,756970000,895960000,765590000,1032600000,678090000,760860000,662440000,584400000,742350000,76433000,74184000,55848000,63813000,58229000,68920000,58892000,79431000,52160000,58527000,50957000,44954000,735250000,770090000,564740000,803820000,731710000,807250000,454700000,499630000,537220000,532850000,599640000,527170000
O43264;A1A528,O43264;A1A528,Centromere/kinetochore protein zw10 homolog,ZW10,238820000,353410000,0,318450000,275150000,264630000,503230000,555220000,889190000,0,455780000,0,93997000,5824800,8619600,0,7767000,6710900,6454400,12274000,13542000,21688000,0,11117000,0,0,0,0,0,0,0,0,0,0,0,298770000,0
O43290;E9PQI8,O43290,U4/U6.U5 tri-snRNP-associated protein 1,SART1,17565000000,18937000000,19076000000,13656000000,10241000000,12337000000,24806000000,21036000000,17773000000,19024000000,17676000000,14754000000,5444300000,462230000,498350000,502010000,359370000,269500000,324650000,652800000,553570000,467710000,500640000,465150000,388260000,14790000000,14458000000,14963000000,13028000000,11585000000,11634000000,13307000000,11833000000,10859000000,11761000000,12145000000,11982000000
O43347;H0YHB7,O43347,RNA-binding protein Musashi homolog 1,MSI1,605580000,959980000,746790000,526340000,601840000,612370000,728750000,604280000,668150000,804680000,741000000,632420000,633250000,46583000,73844000,57446000,40488000,46295000,47106000,56058000,46483000,51396000,61899000,57000000,48648000,558480000,684010000,548690000,558680000,571810000,629320000,353730000,372130000,378610000,406470000,427010000,415910000
O43390;O43390-2;O43390-3;E7ETM7,O43390;O43390-2;O43390-3;E7ETM7,Heterogeneous nuclear ribonucleoprotein R,HNRNPR,2935400000,3508800000,4915400000,3216400000,3654800000,4242700000,8133100000,5692600000,6980500000,6512000000,8539500000,4995300000,1862500000,86334000,103200000,144570000,94600000,107490000,124780000,239210000,167430000,205310000,191530000,251160000,146920000,2796700000,3033400000,3432500000,3628000000,4191900000,3679400000,4036000000,3695700000,4112100000,4135100000,4595300000,3807700000
O43395;E7EVD1;B4DSY9,O43395;E7EVD1,U4/U6 small nuclear ribonucleoprotein Prp3,PRPF3,10726000000,11008000000,11257000000,6596700000,5553700000,7240200000,19170000000,14298000000,13212000000,12992000000,13020000000,10737000000,4115500000,325020000,333590000,341130000,199900000,168290000,219400000,580910000,433260000,400350000,393700000,394560000,325370000,8816000000,9142500000,8674800000,6930000000,6708100000,7316500000,9806200000,8261000000,7857700000,7541400000,8323800000,7454000000
O43399-6;O43399-2;O43399-4;O43399;O43399-3;O43399-5;O43399-7,O43399-6;O43399-2;O43399-4;O43399;O43399-3;O43399-5;O43399-7,Tumor protein D54,TPD52L2,139910000,248410000,285040000,54422000,43463000,218530000,402380000,70749000,73195000,380700000,406720000,222090000,282840000,15546000,27601000,31671000,6046900,4829300,24281000,44709000,7861000,8132800,42300000,45191000,24676000,113900000,165680000,161910000,143680000,134120000,168900000,155930000,112680000,132270000,155910000,197510000,187490000
Q504Z1;O43432;O43432-3;F5H8J4;F5H564,Q504Z1;O43432;O43432-3;F5H8J4;F5H564,Eukaryotic translation initiation factor 4 gamma 3,EIF4G3,12314000,0,20711000,13752000,26156000,12009000,138790000,69065000,82538000,102230000,92297000,94640000,9102700,168680,0,283710,188380,358300,164510,1901200,946100,1130700,1400400,1264300,1296400,0,0,25840000,0,32069000,0,52373000,47422000,44132000,64467000,57633000,77161000
O43447;C9JQD4;A6NNE7;H0YEL5;A6NM32;C9JAN8,O43447;C9JQD4;A6NNE7;H0YEL5,Peptidyl-prolyl cis-trans isomerase H;Peptidyl-prolyl cis-trans isomerase,PPIH,2002300000,1988000000,2182600000,1660400000,1413200000,1263100000,2540500000,2583700000,1948700000,2313900000,2077600000,1903400000,2170700000,182020000,180730000,198410000,150940000,128470000,114820000,230960000,234880000,177150000,210350000,188870000,173030000,1795100000,1551100000,1797200000,1592700000,1358100000,1323500000,1295800000,1436300000,1139200000,1315300000,1396000000,1368500000
O43491;O43491-4;E9PHY5;Q6R5J7;E9PK52;O43491-3;Q6ZSX4;E9PMV8;H0Y5B0;O43491-2;E9PII3;E9PPC9;E9PN54;E9PJP4;E9PQN0;E9PRG1;E9PIG0;E9PQD2;E9PMG5,O43491;O43491-4;E9PHY5;Q6R5J7;E9PK52;O43491-3,Band 4.1-like protein 2,EPB41L2,239770000,200040000,295150000,212130000,121170000,148810000,317360000,283150000,423640000,366820000,308930000,258100000,57728000,4359500,3637200,5366300,3856900,2203000,2705600,5770100,5148100,7702500,6669500,5616800,4692700,173510000,182840000,206390000,205270000,202340000,156180000,147950000,181730000,230300000,217850000,202550000,202050000
O43505,O43505,"N-acetyllactosaminide beta-1,3-N-acetylglucosaminyltransferase",B3GNT1,2955300,26718000,33885000,18525000,15174000,15188000,56438000,48138000,40964000,38395000,40094000,33102000,19451000,155540,1406200,1783400,974980,798650,799370,2970400,2533600,2156000,2020800,2110200,1742200,0,21929000,22155000,20885000,18795000,18089000,39354000,24371000,0,21877000,21974000,21834000
O43513;E5RIE8,O43513;E5RIE8,Mediator of RNA polymerase II transcription subunit 7,MED7,88298000,93200000,100950000,67350000,57455000,52645000,132450000,128960000,115420000,139160000,124140000,113050000,110280000,8027100,8472700,9177200,6122700,5223200,4785900,12041000,11723000,10493000,12651000,11285000,10277000,70053000,81259000,74425000,69816000,69086000,55479000,70310000,81499000,68470000,82192000,80822000,77256000
O43615;M0QXU7;M0R301;M0QXM9;M0R124,O43615;M0QXU7,Mitochondrial import inner membrane translocase subunit TIM44,TIMM44,333810000,280900000,559070000,321470000,621960000,422640000,342280000,430370000,711400000,323320000,411130000,199850000,170970000,11511000,9686300,19278000,11085000,21447000,14574000,11803000,14840000,24531000,11149000,14177000,6891300,248640000,278470000,410040000,295440000,558420000,473650000,222450000,281300000,470840000,207150000,285450000,156190000
O43660;O43660-2;D6RA26;A8MW61;B7Z982,O43660;O43660-2;D6RA26;A8MW61;B7Z982,Pleiotropic regulator 1,PLRG1,1607200000,1914700000,1774600000,1037200000,961810000,1213900000,2192500000,2284800000,2083500000,1636600000,1755600000,1682900000,671520000,53573000,63824000,59154000,34574000,32060000,40462000,73083000,76160000,69450000,54554000,58522000,56098000,1304300000,1579700000,1490800000,1140900000,1176500000,1248300000,1166000000,1217200000,1131900000,970960000,1153100000,1145800000
O43681;K7ERW9,O43681,ATPase ASNA1,ASNA1,42093000,120630000,65866000,59877000,37959000,57215000,475950000,223690000,131080000,285900000,329450000,92064000,128120000,2806200,8041900,4391100,3991800,2530600,3814300,31730000,14913000,8738400,19060000,21963000,6137600,56543000,67513000,67696000,74257000,47922000,50556000,181440000,172480000,120640000,203850000,138200000,81583000
O43684-2;O43684;J3QT28;B4DDM6;J3QSX4,O43684-2;O43684;J3QT28;B4DDM6,Mitotic checkpoint protein BUB3,BUB3,702350000,1262900000,1189200000,930080000,896580000,801490000,1336200000,1156700000,1326700000,984900000,1115300000,1367900000,871360000,46823000,84193000,79280000,62005000,59772000,53432000,89079000,77113000,88448000,65660000,74355000,91196000,752660000,960660000,927130000,837920000,929820000,824960000,684020000,705520000,752530000,659130000,794170000,1028900000
O43719,O43719,HIV Tat-specific factor 1,HTATSF1,20710000,12144000,21777000,16105000,13860000,60760000,0,15717000,19968000,25122000,16283000,29308000,4936300,406070,238120,427000,315790,271760,1191400,0,308180,391520,492580,319270,574670,16490000,0,15593000,0,0,0,0,0,0,14394000,12836000,23513000
O43765;K7EMD6,O43765,Small glutamine-rich tetratricopeptide repeat-containing protein alpha,SGTA,214010000,455260000,562940000,243970000,255100000,346000000,2029300000,1314300000,1438700000,1573800000,1384400000,916150000,894490000,17834000,37938000,46912000,20331000,21258000,28833000,169100000,109530000,119900000,131150000,115370000,76346000,284420000,454130000,410830000,298730000,362470000,321670000,897440000,875090000,872080000,815030000,810950000,719860000
O43805,O43805,Sjoegren syndrome nuclear autoantigen 1,SSNA1,17150000,23387000,16089000,17183000,10321000,12297000,21563000,8960500,29272000,15071000,12396000,24208000,25987000,2143800,2923400,2011100,2147900,1290100,1537100,2695300,1120100,3659000,1883900,1549500,3026000,0,0,0,0,0,0,0,0,13674000,9653600,9114400,20560000
O43809;H3BND3;H3BV41,O43809;H3BND3,Cleavage and polyadenylation specificity factor subunit 5,NUDT21,315950000,377860000,357000000,272750000,252220000,260420000,370970000,449940000,581860000,335220000,361250000,480480000,315420000,22568000,26990000,25500000,19482000,18015000,18601000,26498000,32138000,41561000,23944000,25804000,34320000,255240000,314510000,240510000,268380000,305740000,273190000,207120000,258910000,360480000,194880000,242700000,372630000
